year,RegNo,category,income,measure,type
2009,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,385.01488265723685,Median,Nominal values
2009,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,542.1695499937894,Mean,Adjusted to inflation (base: 2010 prices)
2009,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,412.3901298940174,Median,Adjusted to inflation (base: 2010 prices)
2009,Mtskheta-Mtianeti,mean_income,371.65910231571814,Mean,Nominal values
2009,Mtskheta-Mtianeti,median_income,248.64350046215037,Median,Nominal values
2009,Mtskheta-Mtianeti,income_mean_infl,398.0847296667274,Mean,Adjusted to inflation (base: 2010 prices)
2009,Mtskheta-Mtianeti,income_median_infl,266.3224983543685,Median,Adjusted to inflation (base: 2010 prices)
2010,Kakheti,mean_income,430.8018464979251,Mean,Nominal values
2010,Kakheti,median_income,297.68093838072315,Median,Nominal values
2010,Kakheti,income_mean_infl,430.8018464979251,Mean,Adjusted to inflation (base: 2010 prices)
2010,Kakheti,income_median_infl,297.68093838072315,Median,Adjusted to inflation (base: 2010 prices)
2010,Tbilisi,mean_income,696.6352037596658,Mean,Nominal values
2010,Tbilisi,median_income,490.3945291082845,Median,Nominal values
2010,Tbilisi,income_mean_infl,696.6352037596658,Mean,Adjusted to inflation (base: 2010 prices)
2010,Tbilisi,income_median_infl,490.3945291082845,Median,Adjusted to inflation (base: 2010 prices)
2010,Shida Kartli,mean_income,495.5333758445401,Mean,Nominal values
2010,Shida Kartli,median_income,344.9458152034799,Median,Nominal values
2010,Shida Kartli,income_mean_infl,495.5333758445401,Mean,Adjusted to inflation (base: 2010 prices)
2010,Shida Kartli,income_median_infl,344.9458152034799,Median,Adjusted to inflation (base: 2010 prices)
2010,Kvemo Kartli,mean_income,433.2718361166988,Mean,Nominal values
2010,Kvemo Kartli,median_income,320.46895784552385,Median,Nominal values
2010,Kvemo Kartli,income_mean_infl,433.2718361166988,Mean,Adjusted to inflation (base: 2010 prices)
2010,Kvemo Kartli,income_median_infl,320.46895784552385,Median,Adjusted to inflation (base: 2010 prices)
2010,Samtskhe-Javakheti,mean_income,578.4796879334393,Mean,Nominal values
2010,Samtskhe-Javakheti,median_income,427.2361554868805,Median,Nominal values
2010,Samtskhe-Javakheti,income_mean_infl,578.4796879334393,Mean,Adjusted to inflation (base: 2010 prices)
2010,Samtskhe-Javakheti,income_median_infl,427.2361554868805,Median,Adjusted to inflation (base: 2010 prices)
2010,Adjara A.R.,mean_income,551.1738894188306,Mean,Nominal values
2010,Adjara A.R.,median_income,377.3049574631864,Median,Nominal values
2010,Adjara A.R.,income_mean_infl,551.1738894188306,Mean,Adjusted to inflation (base: 2010 prices)
2010,Adjara A.R.,income_median_infl,377.3049574631864,Median,Adjusted to inflation (base: 2010 prices)
2010,Guria,mean_income,470.26758950414694,Mean,Nominal values
2010,Guria,median_income,354.792629841243,Median,Nominal values
2010,Guria,income_mean_infl,470.26758950414694,Mean,Adjusted to inflation (base: 2010 prices)
2010,Guria,income_median_infl,354.792629841243,Median,Adjusted to inflation (base: 2010 prices)
2010,Samegrelo-Zemo Svaneti,mean_income,573.837727620244,Mean,Nominal values
2010,Samegrelo-Zemo Svaneti,median_income,440.1934330957723,Median,Nominal values
2010,Samegrelo-Zemo Svaneti,income_mean_infl,573.837727620244,Mean,Adjusted to inflation (base: 2010 prices)
2010,Samegrelo-Zemo Svaneti,income_median_infl,440.1934330957723,Median,Adjusted to inflation (base: 2010 prices)
2010,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,538.6706059477057,Mean,Nominal values
2010,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,406.87759706627315,Median,Nominal values
2010,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,538.6706059477057,Mean,Adjusted to inflation (base: 2010 prices)
2010,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,406.87759706627315,Median,Adjusted to inflation (base: 2010 prices)
2010,Mtskheta-Mtianeti,mean_income,483.6021279660711,Mean,Nominal values
2010,Mtskheta-Mtianeti,median_income,299.41761222098944,Median,Nominal values
2010,Mtskheta-Mtianeti,income_mean_infl,483.6021279660711,Mean,Adjusted to inflation (base: 2010 prices)
2010,Mtskheta-Mtianeti,income_median_infl,299.41761222098944,Median,Adjusted to inflation (base: 2010 prices)
2011,Kakheti,mean_income,436.8791550690167,Mean,Nominal values
2011,Kakheti,median_income,302.76299202898366,Median,Nominal values
2011,Kakheti,income_mean_infl,402.4943325673436,Mean,Adjusted to inflation (base: 2010 prices)
2011,Kakheti,income_median_infl,278.93385845691506,Median,Adjusted to inflation (base: 2010 prices)
2011,Tbilisi,mean_income,694.7383198518562,Mean,Nominal values
2011,Tbilisi,median_income,470.99798998652875,Median,Nominal values
2011,Tbilisi,income_mean_infl,640.058545053622,Mean,Adjusted to inflation (base: 2010 prices)
2011,Tbilisi,income_median_infl,433.92782516767136,Median,Adjusted to inflation (base: 2010 prices)
2011,Shida Kartli,mean_income,579.7637589795977,Mean,Nominal values
2011,Shida Kartli,median_income,409.82044378451263,Median,Nominal values
2011,Shida Kartli,income_mean_infl,534.133122420005,Mean,Adjusted to inflation (base: 2010 prices)
2011,Shida Kartli,income_median_infl,377.56529255199104,Median,Adjusted to inflation (base: 2010 prices)
2011,Kvemo Kartli,mean_income,477.27924200559045,Mean,Nominal values
2011,Kvemo Kartli,median_income,342.73984774086205,Median,Nominal values
2011,Kvemo Kartli,income_mean_infl,439.71470767228556,Mean,Adjusted to inflation (base: 2010 prices)
2011,Kvemo Kartli,income_median_infl,315.76431299153705,Median,Adjusted to inflation (base: 2010 prices)
2011,Samtskhe-Javakheti,mean_income,676.4043362139998,Mean,Nominal values
2011,Samtskhe-Javakheti,median_income,504.4527170765561,Median,Nominal values
2011,Samtskhe-Javakheti,income_mean_infl,623.1675480307637,Mean,Adjusted to inflation (base: 2010 prices)
2011,Samtskhe-Javakheti,income_median_infl,464.7494789249809,Median,Adjusted to inflation (base: 2010 prices)
2011,Adjara A.R.,mean_income,648.2760197944089,Mean,Nominal values
2011,Adjara A.R.,median_income,463.35372319708114,Median,Nominal values
2011,Adjara A.R.,income_mean_infl,597.25308676113,Mean,Adjusted to inflation (base: 2010 prices)
2011,Adjara A.R.,income_median_infl,426.8852047457852,Median,Adjusted to inflation (base: 2010 prices)
2011,Guria,mean_income,568.7715640603999,Mean,Nominal values
2011,Guria,median_income,393.1220236784573,Median,Nominal values
2011,Guria,income_mean_infl,524.0060744569275,Mean,Adjusted to inflation (base: 2010 prices)
2011,Guria,income_median_infl,362.18113110246145,Median,Adjusted to inflation (base: 2010 prices)
2011,Samegrelo-Zemo Svaneti,mean_income,637.1754573322231,Mean,Nominal values
2011,Samegrelo-Zemo Svaneti,median_income,494.7561523806636,Median,Nominal values
2011,Samegrelo-Zemo Svaneti,income_mean_infl,587.026200384201,Mean,Adjusted to inflation (base: 2010 prices)
2011,Samegrelo-Zemo Svaneti,income_median_infl,455.8160878712174,Median,Adjusted to inflation (base: 2010 prices)
2011,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,614.3930956604971,Mean,Nominal values
2011,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,443.3,Median,Nominal values
2011,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,566.0369374519365,Mean,Adjusted to inflation (base: 2010 prices)
2011,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,408.4098212443125,Median,Adjusted to inflation (base: 2010 prices)
2011,Mtskheta-Mtianeti,mean_income,462.5162525364679,Mean,Nominal values
2011,Mtskheta-Mtianeti,median_income,320.73165356745426,Median,Nominal values
2011,Mtskheta-Mtianeti,income_mean_infl,426.1136476900703,Mean,Adjusted to inflation (base: 2010 prices)
2011,Mtskheta-Mtianeti,income_median_infl,295.4882862641028,Median,Adjusted to inflation (base: 2010 prices)
2012,Kakheti,mean_income,584.1913534008033,Mean,Nominal values
2012,Kakheti,median_income,403.4729794166846,Median,Nominal values
2012,Kakheti,income_mean_infl,543.3395119102692,Mean,Adjusted to inflation (base: 2010 prices)
2012,Kakheti,income_median_infl,375.2585696947805,Median,Adjusted to inflation (base: 2010 prices)
2012,Tbilisi,mean_income,805.6119097901421,Mean,Nominal values
2012,Tbilisi,median_income,599.0658520800088,Median,Nominal values
2012,Tbilisi,income_mean_infl,749.2763788890986,Mean,Adjusted to inflation (base: 2010 prices)
2012,Tbilisi,income_median_infl,557.1738536978042,Median,Adjusted to inflation (base: 2010 prices)
2012,Shida Kartli,mean_income,599.6735377142728,Mean,Nominal values
2012,Shida Kartli,median_income,454.1079221748999,Median,Nominal values
2012,Shida Kartli,income_mean_infl,557.7390445620542,Mean,Adjusted to inflation (base: 2010 prices)
2012,Shida Kartli,income_median_infl,422.35266809883143,Median,Adjusted to inflation (base: 2010 prices)
2012,Kvemo Kartli,mean_income,520.1768206587783,Mean,Nominal values
2012,Kvemo Kartli,median_income,408.3634550832873,Median,Nominal values
2012,Kvemo Kartli,income_mean_infl,483.80144313753135,Mean,Adjusted to inflation (base: 2010 prices)
2012,Kvemo Kartli,income_median_infl,379.80705992188234,Median,Adjusted to inflation (base: 2010 prices)
2012,Samtskhe-Javakheti,mean_income,678.4611841752807,Mean,Nominal values
2012,Samtskhe-Javakheti,median_income,526.1885488221496,Median,Nominal values
2012,Samtskhe-Javakheti,income_mean_infl,631.017159897857,Mean,Adjusted to inflation (base: 2010 prices)
2012,Samtskhe-Javakheti,income_median_infl,489.3927779407741,Median,Adjusted to inflation (base: 2010 prices)
2012,Adjara A.R.,mean_income,704.3795989657834,Mean,Nominal values
2012,Adjara A.R.,median_income,512.6497670509551,Median,Nominal values
2012,Adjara A.R.,income_mean_infl,655.1231292172932,Mean,Adjusted to inflation (base: 2010 prices)
2012,Adjara A.R.,income_median_infl,476.80074788658476,Median,Adjusted to inflation (base: 2010 prices)
2012,Guria,mean_income,528.0940194999167,Mean,Nominal values
2012,Guria,median_income,432.70946181860415,Median,Nominal values
2012,Guria,income_mean_infl,491.1650012063023,Mean,Adjusted to inflation (base: 2010 prices)
2012,Guria,income_median_infl,402.4505779053736,Median,Adjusted to inflation (base: 2010 prices)
2012,Samegrelo-Zemo Svaneti,mean_income,676.3199383369483,Mean,Nominal values
2012,Samegrelo-Zemo Svaneti,median_income,523.5629616136317,Median,Nominal values
2012,Samegrelo-Zemo Svaneti,income_mean_infl,629.0256489624304,Mean,Adjusted to inflation (base: 2010 prices)
2012,Samegrelo-Zemo Svaneti,income_median_infl,486.9507950801082,Median,Adjusted to inflation (base: 2010 prices)
2012,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,650.5479195309213,Mean,Nominal values
2012,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,497.2771902813054,Median,Nominal values
2012,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,605.055838321632,Mean,Adjusted to inflation (base: 2010 prices)
2012,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,462.5031580468835,Median,Adjusted to inflation (base: 2010 prices)
2012,Mtskheta-Mtianeti,mean_income,519.8556556125377,Mean,Nominal values
2012,Mtskheta-Mtianeti,median_income,350.2105027489485,Median,Nominal values
2012,Mtskheta-Mtianeti,income_mean_infl,483.50273680021365,Mean,Adjusted to inflation (base: 2010 prices)
2012,Mtskheta-Mtianeti,income_median_infl,325.7206778596631,Median,Adjusted to inflation (base: 2010 prices)
2013,Kakheti,mean_income,707.4433319108911,Mean,Nominal values
2013,Kakheti,median_income,444.37776293147033,Median,Nominal values
2013,Kakheti,income_mean_infl,661.359164003933,Mean,Adjusted to inflation (base: 2010 prices)
2013,Kakheti,income_median_infl,415.43017304361797,Median,Adjusted to inflation (base: 2010 prices)
2013,Tbilisi,mean_income,959.4533129917635,Mean,Nominal values
2013,Tbilisi,median_income,763.3333333333334,Median,Nominal values
2013,Tbilisi,income_mean_infl,896.9527485220018,Mean,Adjusted to inflation (base: 2010 prices)
2013,Tbilisi,income_median_infl,713.6083872980199,Median,Adjusted to inflation (base: 2010 prices)
2013,Shida Kartli,mean_income,695.5610836691791,Mean,Nominal values
2013,Shida Kartli,median_income,525.3914674945129,Median,Nominal values
2013,Shida Kartli,income_mean_infl,650.2509474031782,Mean,Adjusted to inflation (base: 2010 prices)
2013,Shida Kartli,income_median_infl,491.16649495925685,Median,Adjusted to inflation (base: 2010 prices)
2013,Kvemo Kartli,mean_income,585.3231074504338,Mean,Nominal values
2013,Kvemo Kartli,median_income,470.88136583309665,Median,Nominal values
2013,Kvemo Kartli,income_mean_infl,547.194076972886,Mean,Adjusted to inflation (base: 2010 prices)
2013,Kvemo Kartli,income_median_infl,440.20728220198043,Median,Adjusted to inflation (base: 2010 prices)
2013,Samtskhe-Javakheti,mean_income,705.5388660764911,Mean,Nominal values
2013,Samtskhe-Javakheti,median_income,557.6678600372729,Median,Nominal values
2013,Samtskhe-Javakheti,income_mean_infl,659.5787585985831,Mean,Adjusted to inflation (base: 2010 prices)
2013,Samtskhe-Javakheti,income_median_infl,521.3403435578203,Median,Adjusted to inflation (base: 2010 prices)
2013,Adjara A.R.,mean_income,794.0306737645781,Mean,Nominal values
2013,Adjara A.R.,median_income,606.0424304040076,Median,Nominal values
2013,Adjara A.R.,income_mean_infl,742.306046161966,Mean,Adjusted to inflation (base: 2010 prices)
2013,Adjara A.R.,income_median_infl,566.5637048839865,Median,Adjusted to inflation (base: 2010 prices)
2013,Guria,mean_income,641.2104345241628,Mean,Nominal values
2013,Guria,median_income,513.7192562120396,Median,Nominal values
2013,Guria,income_mean_infl,599.4408001302844,Mean,Adjusted to inflation (base: 2010 prices)
2013,Guria,income_median_infl,480.25463312150026,Median,Adjusted to inflation (base: 2010 prices)
2013,Samegrelo-Zemo Svaneti,mean_income,721.7018626388834,Mean,Nominal values
2013,Samegrelo-Zemo Svaneti,median_income,576.6311248480846,Median,Nominal values
2013,Samegrelo-Zemo Svaneti,income_mean_infl,674.6888676520227,Mean,Adjusted to inflation (base: 2010 prices)
2013,Samegrelo-Zemo Svaneti,income_median_infl,539.0683062035173,Median,Adjusted to inflation (base: 2010 prices)
2013,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,715.4282074312724,Mean,Nominal values
2013,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,573.2738026618447,Median,Nominal values
2013,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,668.8238899552973,Mean,Adjusted to inflation (base: 2010 prices)
2013,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,535.9296861978895,Median,Adjusted to inflation (base: 2010 prices)
2013,Mtskheta-Mtianeti,mean_income,532.2360755477854,Mean,Nominal values
2013,Mtskheta-Mtianeti,median_income,371.86985990835035,Median,Nominal values
2013,Mtskheta-Mtianeti,income_mean_infl,497.5652325766143,Mean,Adjusted to inflation (base: 2010 prices)
2013,Mtskheta-Mtianeti,income_median_infl,347.64556901389324,Median,Adjusted to inflation (base: 2010 prices)
2014,Kakheti,mean_income,716.9628898172259,Mean,Nominal values
2014,Kakheti,median_income,461.9322500287657,Median,Nominal values
2014,Kakheti,income_mean_infl,650.3020522012104,Mean,Adjusted to inflation (base: 2010 prices)
2014,Kakheti,income_median_infl,418.9833175998945,Median,Adjusted to inflation (base: 2010 prices)
2014,Tbilisi,mean_income,1040.4364549766794,Mean,Nominal values
2014,Tbilisi,median_income,828.4962700766009,Median,Nominal values
2014,Tbilisi,income_mean_infl,943.7001153975636,Mean,Adjusted to inflation (base: 2010 prices)
2014,Tbilisi,income_median_infl,751.4654277423065,Median,Adjusted to inflation (base: 2010 prices)
2014,Shida Kartli,mean_income,748.1196308538996,Mean,Nominal values
2014,Shida Kartli,median_income,575.2047450334989,Median,Nominal values
2014,Shida Kartli,income_mean_infl,678.5619425300051,Mean,Adjusted to inflation (base: 2010 prices)
2014,Shida Kartli,income_median_infl,521.7241107507194,Median,Adjusted to inflation (base: 2010 prices)
2014,Kvemo Kartli,mean_income,661.1729222247693,Mean,Nominal values
2014,Kvemo Kartli,median_income,532.7190394754284,Median,Nominal values
2014,Kvemo Kartli,income_mean_infl,599.6992512293742,Mean,Adjusted to inflation (base: 2010 prices)
2014,Kvemo Kartli,income_median_infl,483.18858554289056,Median,Adjusted to inflation (base: 2010 prices)
2014,Samtskhe-Javakheti,mean_income,816.0647619395849,Mean,Nominal values
2014,Samtskhe-Javakheti,median_income,673.106456196132,Median,Nominal values
2014,Samtskhe-Javakheti,income_mean_infl,740.1897601055638,Mean,Adjusted to inflation (base: 2010 prices)
2014,Samtskhe-Javakheti,income_median_infl,610.5232446909721,Median,Adjusted to inflation (base: 2010 prices)
2014,Adjara A.R.,mean_income,880.7749371487923,Mean,Nominal values
2014,Adjara A.R.,median_income,682.7608170566376,Median,Nominal values
2014,Adjara A.R.,income_mean_infl,798.8833973000568,Mean,Adjusted to inflation (base: 2010 prices)
2014,Adjara A.R.,income_median_infl,619.2799750175284,Median,Adjusted to inflation (base: 2010 prices)
2014,Guria,mean_income,792.9094823560791,Mean,Nominal values
2014,Guria,median_income,573.3785447841415,Median,Nominal values
2014,Guria,income_mean_infl,719.187381814708,Mean,Adjusted to inflation (base: 2010 prices)
2014,Guria,income_median_infl,520.0677045590543,Median,Adjusted to inflation (base: 2010 prices)
2014,Samegrelo-Zemo Svaneti,mean_income,871.8961381560297,Mean,Nominal values
2014,Samegrelo-Zemo Svaneti,median_income,733.4118968709133,Median,Nominal values
2014,Samegrelo-Zemo Svaneti,income_mean_infl,790.830119664519,Mean,Adjusted to inflation (base: 2010 prices)
2014,Samegrelo-Zemo Svaneti,income_median_infl,665.2216849961686,Median,Adjusted to inflation (base: 2010 prices)
2014,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,776.5812640546866,Mean,Nominal values
2014,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,648.4127656997247,Median,Nominal values
2014,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,704.3773072334534,Mean,Adjusted to inflation (base: 2010 prices)
2014,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,588.125491844477,Median,Adjusted to inflation (base: 2010 prices)
2014,Mtskheta-Mtianeti,mean_income,594.4842218498993,Mean,Nominal values
2014,Mtskheta-Mtianeti,median_income,403.49769156074865,Median,Nominal values
2014,Mtskheta-Mtianeti,income_mean_infl,539.2110455937028,Mean,Adjusted to inflation (base: 2010 prices)
2014,Mtskheta-Mtianeti,income_median_infl,365.98181106318884,Median,Adjusted to inflation (base: 2010 prices)
2015,Kakheti,mean_income,791.3166415697851,Mean,Nominal values
2015,Kakheti,median_income,463.48594442596965,Median,Nominal values
2015,Kakheti,income_mean_infl,690.1134080858652,Mean,Adjusted to inflation (base: 2010 prices)
2015,Kakheti,income_median_infl,404.2097030503231,Median,Adjusted to inflation (base: 2010 prices)
2015,Tbilisi,mean_income,1090.5119023599764,Mean,Nominal values
2015,Tbilisi,median_income,931.0504253670899,Median,Nominal values
2015,Tbilisi,income_mean_infl,951.0439259850633,Mean,Adjusted to inflation (base: 2010 prices)
2015,Tbilisi,income_median_infl,811.9763295704847,Median,Adjusted to inflation (base: 2010 prices)
2015,Shida Kartli,mean_income,716.0553523892248,Mean,Nominal values
2015,Shida Kartli,median_income,562.5427742300219,Median,Nominal values
2015,Shida Kartli,income_mean_infl,624.4774514474481,Mean,Adjusted to inflation (base: 2010 prices)
2015,Shida Kartli,income_median_infl,490.5979360522793,Median,Adjusted to inflation (base: 2010 prices)
2015,Kvemo Kartli,mean_income,678.5330388008988,Mean,Nominal values
2015,Kvemo Kartli,median_income,523.4485560837168,Median,Nominal values
2015,Kvemo Kartli,income_mean_infl,591.7539494390265,Mean,Adjusted to inflation (base: 2010 prices)
2015,Kvemo Kartli,income_median_infl,456.50356383248356,Median,Adjusted to inflation (base: 2010 prices)
2015,Samtskhe-Javakheti,mean_income,804.2260016903102,Mean,Nominal values
2015,Samtskhe-Javakheti,median_income,609.60529078548,Median,Nominal values
2015,Samtskhe-Javakheti,income_mean_infl,701.3717616209433,Mean,Adjusted to inflation (base: 2010 prices)
2015,Samtskhe-Javakheti,income_median_infl,531.641523393947,Median,Adjusted to inflation (base: 2010 prices)
2015,Adjara A.R.,mean_income,851.7463254529309,Mean,Nominal values
2015,Adjara A.R.,median_income,725.9403484498356,Median,Nominal values
2015,Adjara A.R.,income_mean_infl,742.8146061946522,Mean,Adjusted to inflation (base: 2010 prices)
2015,Adjara A.R.,income_median_infl,633.0982335237237,Median,Adjusted to inflation (base: 2010 prices)
2015,Guria,mean_income,776.7484227272898,Mean,Nominal values
2015,Guria,median_income,654.3430658802921,Median,Nominal values
2015,Guria,income_mean_infl,677.4083509355556,Mean,Adjusted to inflation (base: 2010 prices)
2015,Guria,income_median_infl,570.657685596239,Median,Adjusted to inflation (base: 2010 prices)
2015,Samegrelo-Zemo Svaneti,mean_income,933.2024865323041,Mean,Nominal values
2015,Samegrelo-Zemo Svaneti,median_income,770.5337458684835,Median,Nominal values
2015,Samegrelo-Zemo Svaneti,income_mean_infl,813.8531588789002,Mean,Adjusted to inflation (base: 2010 prices)
2015,Samegrelo-Zemo Svaneti,income_median_infl,671.9884828298184,Median,Adjusted to inflation (base: 2010 prices)
2015,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,774.4489298255376,Mean,Nominal values
2015,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,631.7571874865382,Median,Nominal values
2015,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,675.4029452610971,Mean,Adjusted to inflation (base: 2010 prices)
2015,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,550.9603650874654,Median,Adjusted to inflation (base: 2010 prices)
2015,Mtskheta-Mtianeti,mean_income,672.5735314808741,Mean,Nominal values
2015,Mtskheta-Mtianeti,median_income,407.36245252239803,Median,Nominal values
2015,Mtskheta-Mtianeti,income_mean_infl,586.5566166760301,Mean,Adjusted to inflation (base: 2010 prices)
2015,Mtskheta-Mtianeti,income_median_infl,355.26396851551164,Median,Adjusted to inflation (base: 2010 prices)
2016,Kakheti,mean_income,791.8641311036487,Mean,Nominal values
2016,Kakheti,median_income,501.11769163355365,Median,Nominal values
2016,Kakheti,income_mean_infl,676.1554517302548,Mean,Adjusted to inflation (base: 2010 prices)
2016,Kakheti,income_median_infl,427.89343000580664,Median,Adjusted to inflation (base: 2010 prices)
2016,Tbilisi,mean_income,1149.5227822096465,Mean,Nominal values
2016,Tbilisi,median_income,931.0702153994141,Median,Nominal values
2016,Tbilisi,income_mean_infl,981.5523466076104,Mean,Adjusted to inflation (base: 2010 prices)
2016,Tbilisi,income_median_infl,795.0204806076431,Median,Adjusted to inflation (base: 2010 prices)
2016,Shida Kartli,mean_income,749.9940949495616,Mean,Nominal values
2016,Shida Kartli,median_income,581.3097575336301,Median,Nominal values
2016,Shida Kartli,income_mean_infl,640.4035441772869,Mean,Adjusted to inflation (base: 2010 prices)
2016,Shida Kartli,income_median_infl,496.3676800874172,Median,Adjusted to inflation (base: 2010 prices)
2016,Kvemo Kartli,mean_income,714.9931735968429,Mean,Nominal values
2016,Kvemo Kartli,median_income,566.4878505105415,Median,Nominal values
2016,Kvemo Kartli,income_mean_infl,610.5170234237349,Mean,Adjusted to inflation (base: 2010 prices)
2016,Kvemo Kartli,income_median_infl,483.7115780554533,Median,Adjusted to inflation (base: 2010 prices)
2016,Samtskhe-Javakheti,mean_income,745.7902773560114,Mean,Nominal values
2016,Samtskhe-Javakheti,median_income,647.0565830302172,Median,Nominal values
2016,Samtskhe-Javakheti,income_mean_infl,636.8139963340263,Mean,Adjusted to inflation (base: 2010 prices)
2016,Samtskhe-Javakheti,income_median_infl,552.5074555202513,Median,Adjusted to inflation (base: 2010 prices)
2016,Adjara A.R.,mean_income,1001.9268218014042,Mean,Nominal values
2016,Adjara A.R.,median_income,789.3792286950179,Median,Nominal values
2016,Adjara A.R.,income_mean_infl,855.5233861288674,Mean,Adjusted to inflation (base: 2010 prices)
2016,Adjara A.R.,income_median_infl,674.0336479452145,Median,Adjusted to inflation (base: 2010 prices)
2016,Guria,mean_income,758.4325894421103,Mean,Nominal values
2016,Guria,median_income,604.5778138163007,Median,Nominal values
2016,Guria,income_mean_infl,647.6089899493794,Mean,Adjusted to inflation (base: 2010 prices)
2016,Guria,income_median_infl,516.2357641295202,Median,Adjusted to inflation (base: 2010 prices)
2016,Samegrelo-Zemo Svaneti,mean_income,993.7072512087576,Mean,Nominal values
2016,Samegrelo-Zemo Svaneti,median_income,810.0954033631219,Median,Nominal values
2016,Samegrelo-Zemo Svaneti,income_mean_infl,848.504874683787,Mean,Adjusted to inflation (base: 2010 prices)
2016,Samegrelo-Zemo Svaneti,income_median_infl,691.7227361241578,Median,Adjusted to inflation (base: 2010 prices)
2016,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,797.0430117881222,Mean,Nominal values
2016,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,643.913242672046,Median,Nominal values
2016,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,680.5775846077559,Mean,Adjusted to inflation (base: 2010 prices)
2016,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,549.823425979907,Median,Adjusted to inflation (base: 2010 prices)
2016,Mtskheta-Mtianeti,mean_income,687.8627609044964,Mean,Nominal values
2016,Mtskheta-Mtianeti,median_income,467.18839460754594,Median,Nominal values
2016,Mtskheta-Mtianeti,income_mean_infl,587.3509577704585,Mean,Adjusted to inflation (base: 2010 prices)
2016,Mtskheta-Mtianeti,income_median_infl,398.9219458125071,Median,Adjusted to inflation (base: 2010 prices)
2017,Kakheti,mean_income,768.4122059235999,Mean,Nominal values
2017,Kakheti,median_income,535.8995282048488,Median,Nominal values
2017,Kakheti,income_mean_infl,618.7847436687739,Mean,Adjusted to inflation (base: 2010 prices)
2017,Kakheti,income_median_infl,431.54761160239104,Median,Adjusted to inflation (base: 2010 prices)
2017,Tbilisi,mean_income,1177.8461766687096,Mean,Nominal values
2017,Tbilisi,median_income,933.3333333333334,Median,Nominal values
2017,Tbilisi,income_mean_infl,948.4925394114025,Mean,Adjusted to inflation (base: 2010 prices)
2017,Tbilisi,income_median_infl,751.5919489202006,Median,Adjusted to inflation (base: 2010 prices)
2017,Shida Kartli,mean_income,804.150800662693,Mean,Nominal values
2017,Shida Kartli,median_income,593.7049268633657,Median,Nominal values
2017,Shida Kartli,income_mean_infl,647.5642151740855,Mean,Adjusted to inflation (base: 2010 prices)
2017,Shida Kartli,income_median_infl,478.0969747122452,Median,Adjusted to inflation (base: 2010 prices)
2017,Kvemo Kartli,mean_income,914.1543659839058,Mean,Nominal values
2017,Kvemo Kartli,median_income,684.0769344118838,Median,Nominal values
2017,Kvemo Kartli,income_mean_infl,736.1475659397364,Mean,Adjusted to inflation (base: 2010 prices)
2017,Kvemo Kartli,income_median_infl,550.8714817992685,Median,Adjusted to inflation (base: 2010 prices)
2017,Samtskhe-Javakheti,mean_income,849.7391939137116,Mean,Nominal values
2017,Samtskhe-Javakheti,median_income,681.3675446506994,Median,Nominal values
2017,Samtskhe-Javakheti,income_mean_infl,684.2755037437357,Mean,Adjusted to inflation (base: 2010 prices)
2017,Samtskhe-Javakheti,income_median_infl,548.689672301776,Median,Adjusted to inflation (base: 2010 prices)
2017,Adjara A.R.,mean_income,1061.0363186504687,Mean,Nominal values
2017,Adjara A.R.,median_income,813.5629875447943,Median,Nominal values
2017,Adjara A.R.,income_mean_infl,854.4282370817365,Mean,Adjusted to inflation (base: 2010 prices)
